,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Buin,-33.7360603,-70.7140394,Petri,55.0,RM
1,Buin,-33.7427629,-70.748651,Buin Centro,40.0,RM
2,Buin,-33.747465,-70.735897,Linderos,36.0,RM
3,Calera de Tango,-33.63026,-70.75037,Almendros,41.0,RM
4,Calera de Tango,-33.64388888888889,-70.83833333333332,Condominio SCdL,30.0,RM
5,Cerrillos,-33.5071009,-70.708747,Rocío,46.0,RM
6,Cerro Navia,-33.41946,-70.72695,Nanocerro,39.0,RM
7,Cerro Navia,-33.417376,-70.75786,Harry,37.0,RM
8,Colina,-33.235,-70.673333,Chicureo,28.0,RM
9,Colina,-33.307339,-70.660102,Chamisero,24.0,RM
10,El Bosque,-33.572039,-70.69446,Alambres_de_ocaso,34.0,RM
11,Huechuraba,-33.3799,-70.62178,El Barrero,40.0,RM
12,Huechuraba,-33.347483,-70.663776,Los Guindos,38.0,RM
13,La Cisterna,-33.527854,-70.669636,Nueva España,47.0,RM
14,La Cisterna ,-33.5357254,-70.661582,Mila,43.0,RM
15,La Florida,-33.566723,-70.592142,Guacolda,52.0,RM
16,La Florida,-33.52336,-70.56212,Miravalle,46.0,RM
17,La Florida ,-33.5260817,-70.5245883,Lo Cañas,48.6,RM
18,La Pintana,-33.579829,-70.6322247,Sora,73.0,RM
19,La Reina,-33.444734,-70.537295,sbolivar,51.0,RM
20,La Reina,-33.4325123,-70.5797009,thequeen,36.0,RM
21,La Reina,-33.452259,-70.554147,San Benito,33.0,RM
22,Las Condes,-33.405679,-70.55212,pluv_lcbv,42.0,RM
23,Las Condes,-33.4249222,-70.5821583,Cristobaldlm,41.0,RM
24,Las Condes,-33.426634,-70.587151,Teruel,40.0,RM
25,Las Condes,-33.423889,-70.557545,Dreal,37.0,RM
26,Las Condes,-33.40002,-70.54015,pie cerro Calán,36.0,RM
27,Las Condes,-33.40635,-70.51399,FECHITA,36.0,RM
28,Lo Barnechea,-33.31861,-70.233055,trespuntas,57.0,RM
29,Lo Barnechea,-33.356717,-70.479844,Arrayán,47.0,RM
