,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Buin,-33.7427629,-70.748651,Buin Centro,7.0,RM
1,Calera de Tango,-33.64388888888889,-70.83833333333332,Condominio SCdL,14.0,RM
2,Calera de Tango,-33.63026,-70.75037,Almendros,7.5,RM
3,Cerrillos,-33.5071009,-70.708747,Rocío,8.0,RM
4,Colina,-33.260994,-70.644855,Ñipa,4.0,RM
5,Colina,-33.307339,-70.660102,Chamisero,2.2,RM
6,Colina,-33.235,-70.673333,Chicureo,2.0,RM
7,Colina,-33.2539999,-70.6294618,Piedraroja,2.0,RM
8,El Monte,-33.68048,-70.998302,Coipocho,12.0,RM
9,Huechuraba,-33.347483,-70.663776,Los Guindos,5.0,RM
10,La Cisterna ,-33.52583,-70.667812,San Simón,7.0,RM
11,La Cruz,-32.8508333,-71.223333,Campanario La Cruz,11.0,RM
12,La Florida,-33.521069,-70.527356,Vista_cordillera,12.0,RM
13,La Florida,-33.53132,-70.56046,Bougainvillea,6.0,RM
14,La Florida,-33.53039167,-70.56961667,Casa_Sary,5.5,RM
15,La Florida,-33.5387504,-70.58643,MDM,4.0,RM
16,La Florida,-33.53493,-70.57879,Costa Rica,4.0,RM
17,La Florida,-33.566723,-70.592142,Guacolda,4.0,RM
18,La Florida ,-33.5260817,-70.5245883,Lo Cañas,13.0,RM
19,La Granja,-33.53215,-70.61203,Casa Exequiel,9.0,RM
20,La Reina,-33.43648,-70.54493,asilvam,19.0,RM
21,La Reina,-33.434636,-70.522047,Petricor,19.0,RM
22,La Reina,-33.44535,-70.54923,PBurchard,14.3,RM
23,La Reina,-33.445699,-70.553097,OpaHouse,13.0,RM
24,La Reina,-33.459283,-70.56545,FG6189,11.0,RM
25,La Reina,-33.44194,-70.56306,Tadeo,10.0,RM
26,La Reina,-33.4325123,-70.5797009,thequeen,9.0,RM
27,Lampa,-33.32,-70.75,Valle Grande,5.0,RM
28,Lampa,-33.255169,-70.881025,Lampa_Rural,3.0,RM
29,Las Condes,-33.379558,-70.519431,Huerta_JLG,26.0,RM
30,Las Condes,-33.37354,-70.5041,La Posada MK,26.0,RM
31,Las Condes,-33.41069,-70.51004,Marley,25.0,RM
32,Las Condes,-33.40635,-70.51399,FECHITA,20.0,RM
33,Las Condes,-33.407573,-70.540641,Dominicos,16.0,RM
34,Las Condes,-33.423889,-70.557545,Dreal,14.0,RM
35,Las Condes,-33.42053,-70.5582,Salvador,11.0,RM
36,Las Condes,-33.4249222,-70.5821583,Cristobaldlm,9.0,RM
37,Las Condes,-33.426634,-70.587151,Teruel,8.0,RM
38,Lo Barnechea,-33.359998,-70.476821,Las tres hermanas,40.0,RM
39,Lo Barnechea,-33.347133,-70.482523,Arrayán,37.0,RM
40,Lo Barnechea,-33.356717,-70.479844,Arrayán - Estero,35.0,RM
