,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Buin,-33.7427629,-70.748651,Buin Centro,57.0,RM
1,Buin,-33.747465,-70.735897,Linderos,53.0,RM
2,Calera de Tango,-33.64388888888889,-70.83833333333332,Condominio SCdL,41.0,RM
3,Calera de Tango,-33.63026,-70.75037,Almendros,37.0,RM
4,Cerrillos,-33.5071009,-70.708747,Rocío,18.0,RM
5,Cerro Navia,-33.417376,-70.75786,Harry,22.5,RM
6,Cerro Navia,-33.41946,-70.72695,Nanocerro,16.0,RM
7,Colina,-33.307339,-70.660102,Chamisero,17.3,RM
8,Colina,-33.235,-70.673333,Chicureo,14.0,RM
9,Colina,-33.260994,-70.644855,Ñipa,13.0,RM
10,Colina,-33.2539999,-70.6294618,Piedraroja,12.0,RM
11,Conchalí,-33.38773,-70.65886,Conchalí 1,23.0,RM
12,El Monte,-33.678729,-70.979307,Secplan,46.0,RM
13,Huechuraba,-33.347483,-70.663776,Los Guindos,25.0,RM
14,La Cisterna,-33.53351,-70.66997,Cist,22.0,RM
15,Maipu,-33.553345,-70.792932,CasaCS,29.0,RM
16,La Cisterna,-33.526,-70.657,Sora-2,22.0,RM
17,La Cisterna ,-33.52583,-70.667812,San Simón,22.0,RM
18,La Florida,-33.5387504,-70.58643,MDM,28.0,RM
19,La Florida,-33.53039167,-70.56961667,Casa_Sary,28.0,RM
20,La Florida,-33.566723,-70.592142,Guacolda,26.0,RM
21,La Florida,-33.52336,-70.56212,Miravalle,25.0,RM
22,La Florida,-33.522311,-70.59544,Urbano,22.0,RM
23,La Florida ,-33.5260817,-70.5245883,Lo Cañas,32.3,RM
24,La Reina,-33.43648,-70.54493,asilvam,25.0,RM
25,La Reina,-33.445699,-70.553097,OpaHouse,24.0,RM
26,La Reina,-33.438747,-70.522457,Monbel,23.0,RM
27,La Reina,-33.459283,-70.56545,FG6189,23.0,RM
28,La reina,-33.44194,-70.56306,Tadeo,22.0,RM
29,La Reina,-33.435005,-70.529998,HelsbyMate,21.0,RM
30,La Reina,-33.4325123,-70.5797009,thequeen,21.0,RM
31,La Reina,-33.45492,-70.56167,Milna,21.0,RM
32,La Reina,-33.452259,-70.554147,San Benito,17.0,RM
33,Lampa,-33.32084,-70.74987,Hubble,17.0,RM
34,Las Condes,-33.379558,-70.519431,Huerta_JLG,43.0,RM
35,Las Condes,-33.4249222,-70.5821583,Cristobaldlm,22.0,RM
36,Las Condes,-33.426634,-70.587151,Teruel,22.0,RM
37,Las Condes,-33.40635,-70.51399,FECHITA,22.0,RM
38,Las Condes,-33.405679,-70.55212,pluv_lcbv,22.0,RM
39,Las Condes,-33.40002,-70.54015,pie cerro Calán,20.0,RM
40,Las Condes,-33.37354,-70.5041,La Posada MK,19.0,RM
41,Las Condes,-33.39729444444444,-70.53663888888889,Calán - DGF,18.0,RM
42,Las Condes,-33.423889,-70.557545,Dreal,18.0,RM
43,Las Condes,-33.41354,-70.58728,MPM,18.0,RM
44,Las Condes,-33.42053,-70.5582,Salvador,17.0,RM
45,Lo Barnechea,-33.31861,-70.233055,trespuntas,49.2,RM
46,Lo Barnechea,-33.3497222222222,-70.5405555555556,Santa Blanca,22.1,RM
47,Lo Barnechea,-33.356717,-70.479844,Arrayán - Estero,21.0,RM
48,Lo Barnechea,-33.332691,-70.524816,Panorámica,21.0,RM
49,Lo Barnechea,-33.363563,-70.496013,San Enrique,20.0,RM
50,Lo Barnechea,-33.365434,-70.498209,CasaIsidora,19.0,RM
51,Lo Barnechea,-33.3297222,-70.5038889,JPMG,16.8,RM
52,Lo Barnechea,-33.330085,-70.521384,ADRI,16.0,RM
53,Lo Barnechea,-33.342583,-70.47025,POMcI,15.0,RM
54,Lo Barnechea,-33.359998,-70.476821,Las tres hermanas,14.0,RM
55,Lo Espejo,-33.514491,-70.694431,Loespuno,19.0,RM
56,Macul,-33.481192,-70.596257,patioeric,20.0,RM
57,Maipu,-33.55672433,-70.7812371,AMC,31.0,RM
58,Maipu,-33.512062,-70.769442,Maipu_Templo,22.0,RM
59,Maipu,-33.5047663,-70.754341,Munich,16.0,RM
60,Maipú,-33.526084,-70.7700634,20,19.0,RM
61,Melipilla,-33.5761125,-71.0873969,AgricHarrison,33.0,RM
62,Ñuñoa,-33.4624675,-70.6271803,Tomás,24.0,RM
63,Ñuñoa,-33.456043,-70.598147,Morgana,22.5,RM
64,ñuñoa,-33.449216,-70.606639,sucre- PdV,22.0,RM
65,Ñuñoa,-33.4609,-70.594277,Johow,22.0,RM
66,Ñuñoa,-33.592121,-70.707756,Coventry,20.0,RM
67,Ñuñoa,-33.4479009,-70.57846513,naima,20.0,RM
68,Ñuñoa,-33.450585,-70.591376,Brownpoint,18.0,RM
69,Olmue,-32.99055555555556,-71.18027777777779,Colibrí,43.0,RM
70,Padre Hurtado,-33.562211,-70.885686,Aromito,33.5,RM
71,Padre Hurtado,-33.53836888888889,-70.91502100000001,Cirrus,31.1,RM
72,Paine,-33.820713,-70.761706,Japón,46.0,RM
73,Pedro Aguirre Cerda,-33.4917,-70.675,Abranquil,21.0,RM
74,Pedro Aguirre Cerda,-33.4874038,-70.6606549,Panchito's house,19.5,RM
75,Pedro Aguirre Cerda,-33.49152,-70.689035,Lo Valledor,18.0,RM
76,Peñaflor,-33.6044444,-70.8980556,BATA,29.0,RM
77,Peñalolén,-33.50167,-70.586438,Terra-Aqua,30.0,RM
78,Peñalolén,-33.5005704,-70.535267,Pirquera,29.0,RM
79,Peñalolén,-33.4733008,-70.5329882,CasaAnto,24.0,RM
80,Peñalolén,-33.4893921,-70.541795,Puyehue,24.0,RM
81,Peñalolén,-33.487568,-70.574487,Ciudadana,18.0,RM
82,Pirque,-33.6493055555556,-70.6056388888889,IsaPir,30.0,RM
83,Pirque,-33.713856,-70.5461253,Malena,39.0,RM
84,Providencia,-33.436461,-70.620565,Ministro,22.0,RM
85,Providencia,-33.4236496,-70.6002209,Ito596,20.0,RM
86,Providencia,-33.4401249,-70.600959,Tranqui,20.0,RM
87,Puddahuel,-33.466772,-70.86392,Ciudad de los Valles,22.0,RM
88,Pudahuel,-33.463888,-70.84333,AnGar,17.0,RM
89,Pudahuel,-33.457778,-70.756944,Auquinco,17.0,RM
90,Puente Alto,-33.601355,-70.515257,Vizcachas,33.0,RM
91,Puente Alto,-33.60863,-70.53107,Cordillera,32.5,RM
92,Puente Alto,-33.60863,-70.53107,El Páramo,26.0,RM
93,Puente Alto,-33.5821241,-70.5858865,CasaPabla,25.0,RM
94,Quilicura,-33.3498598,-70.73458217,Lásaro,13.5,RM
95,Renca,-33.40343,-70.70815,Djoko,16.0,RM
96,San Bernardo,-33.612675,-70.72276,Hueñimalal,35.0,RM
97,San Bernardo,-33.6424739,-70.6979683,Mi Casa sector Sur,35.0,RM
98,San Bernardo,-33.592121,-70.707756,Saitama,24.0,RM
99,San José de Maipo,-33.5783328,-70.451299,El Canelo,75.0,RM
100,San José de Maipo,-33.634484,-70.35255,San José,50.0,RM
101,San José de Maipo,-33.586952,-70.466303,Las Vertientes,49.0,RM
102,San Miguel,-33.51119,-70.66195,Fajardo,19.2,RM
103,San Miguel,-33.4973,-70.6554,La Marina,15.0,RM
104,Santiago,-33.456944444444446,-70.66166666666668,DGF,16.8,RM
105,Santiago  ,-33.4333882,-70.6584614,Ado,17.0,RM
106,Santiago Centro,-33.443306,-70.6773,Chuca,20.0,RM
107,Til Til,-33.003119,-70.999335,Los Quillayes,140.0,RM
108,Til Til,-33.0447222222222,-70.9913889,patorod,104.0,RM
109,Til Til,-33.002995,-70.997043,Profe Luis,89.0,EMA
110,Til Til,-33.07089722222223,-70.98711388888889,Asiento Viejo,68.0,EMA
111,Til Til,-33.000325,-70.9516167,Espinalillo,63.0,EMA
112,Til Til,-33.04158333333333,-70.98044444444444,Caleu Las Cortaderas,49.0,EMA
113,Til Til,-33.07638333333334,-70.94580555555557,Los Quilos ,41.5,EMA
114,Til Til,-33.07725555555556,-70.9251,TilTil Centro,32.0,EMA
115,Til Til,-33.095111111111116,-70.92550833333334,El Sauce,31.0,EMA
116,Til Til,-32.96924166666667,-70.83778333333333,Montenegro,28.0,EMA
117,Til Til,-33.08021111111111,-70.88654166666667,La Aguada,25.0,EMA
118,Til Til,-32.99071111111111,-70.89506111111112,Rungue,25.0,EMA
119,Til Til,-32.93295833333333,-70.81376388888889,La Cumbre,22.0,EMA
120,Til Til,-30.1512806,-70.8892361,La Plazuela,20.0,EMA
121,Til Til,-33.164083,-70.787468,AEM Til Til,19.0,EMA
122,Til Til,-33.163019444444444,-70.78773333333334,Alto el Manzano,19.0,EMA
123,Til Til,-33.135,-70.7972222,Huertos Familiares,18.0,EMA
124,Til Til,-32.94729722222222,-70.75080833333334,Rincón de los Valle,18.0,EMA
125,Til Til,-33.118275,-70.84519444444445,Punta Peuco,16.5,EMA
126,Vitacura,-33.385938,-70.581230114,Vitacura,30.0,EMA
127,Vitacura,-33.3890092,-70.5560782,Villa El Dorado,26.0,EMA
128,Vitacura,-33.383186,-70.579557,Borderío,22.2,EMA
129,Vitacura,-33.38783,-70.553479,Escultor,20.0,EMA
130,Alhue,-34.029166,-70.994999,El Asiento INIA,41.1,EMA
131,Alhué,-34.065277,-71.254166,Alhué FDF,86.2,EMA
132,Buin,-33.7986592,-70.8413394,Valdivia de Paine,62.5,EMA
133,Buin,-33.754444,-70.764444,El Milagro DMC,59.3,EMA
134,Buin,-33.711666,-70.711944,Los Tilos (INIA),43.7,EMA
135,Buin,-33.707222,-70.707222,Buin FDF,43.0,EMA
136,Calera de Tango,-33.624999,-70.799444,Calera de Tango FDF,35.0,EMA
137,Colina,-33.2488,-70.72322,Chacabuco - INIA,19.0,EMA
138,Colina,-33.218888,-70.715833,Colina FDF,18.2,EMA
139,Colina,-33.268054,-70.732221,Lo Pinto DMC,14.8,EMA
140,Colina,-33.162222,-70.643055,Colina DMC,13.8,EMA
141,Colina,-33.113888,-70.685833,Peldehue Ad DMC,10.1,EMA
142,Curacavi,-33.411111,-71.167777,Curacavi DMC,31.4,EMA
143,Curacaví,-33.429661,-71.029152,La Aurora,25.5,EMA
144,Curacaví,-33.438888,-71.025277,Panguiles DGA,24.9,EMA
145,El Monte,-33.706388,-71.008055,El Paico DMC,48.1,EMA
146,Isla de Maipo,-33.725554,-71.042499,Sn Antonio Naltahua INIA,44.3,EMA
147,Isla de Maipo,-33.763888,-70.886666,Isla de Maipo FDF,42.0,EMA
148,La Granja,-33.572777,-70.619721,La Platina (INIA),24.5,EMA
149,La Reina,-33.45528,-70.54222,Aer. Tobalaba DMC,34.4,EMA
150,Lampa,-33.286388,-70.83611,El Oasis INIA,17.4,EMA
151,Lampa,-33.34368,-70.8185,Chorrillos,15.1,EMA
152,Las Condes,-33.394999,-70.536666,Calán - DGA,18.2,EMA
153,Lo Barnechea,-33.344444,-70.363889,Estero Yerba Loca a/j San Fco.,21.4,EMA
154,Lo Barnechea,-33.37361,-70.396388,Rio Molina DGA,20.5,EMA
155,Maipú,-33.497221,-70.845555,Rinconada INIA,24.0,EMA
156,María Pinto,-33.508555,-71.084029,El Parrón,30.6,EMA
157,Melipilla,-33.8908333,-71.233611,Los Guindos - DGA,34.9,EMA
158,Melipilla,-33.661388,-71.336944,Estero Puangue - DGA,27.2,EMA
159,Melipilla,-33.725556,-71.209722,Chocalán,27.0,EMA
160,Melipilla,-33.680277,-71.1997,Melipilla Esc. Tec. DGA,21.5,EMA
161,Padre Hurtado,-33.562443,-70.875305,El Villorio,34.3,EMA
162,Paine,-33.861944,-70.639166,Huelquén FDF,73.0,EMA
163,Paine,-33.811111,-70.88361,Angostura en Valdivia de Paine,45.8,EMA
164,Paine,-33.8858333,-71.8775,Laguna de Aculeo - DGA,32.1,EMA
165,Peñaflor,-33.5716667,-71.1016667,Mallarauco - DGA,20.6,EMA
166,Peñalolén,-33.500833,-70.514166,Qda Macul DGA,25.5,EMA
167,Pirque,-33.673888,-70.586666,Pirque DGA,39.9,EMA
168,Pudahuel,-33.458055,-70.94861,Lo Prado DMC,26.7,EMA
169,Pudahuel,-33.37833,-70.79639,Aer. Pudahuel DMC,13.6,EMA
170,San Antonio,-33.736215,-71.421579,Cuncumén INIA,32.3,EMA
171,San José de Maipo,-33.809722,-70.210277,Rio Volcan  en Queltehues - DGA,91.2,EMA
172,San José de Maipo,-33.5902778,-70.4852778,La Obra EMOS DGA,70.5,EMA
173,San José de Maipo,-33.636388,-70.356944,San José de Maipo Retén - DGA,52.6,EMA
174,San José de Maipo,-33.597499,-70.379443,Maipo Manzano DGA,47.7,EMA
175,San José de Maipo,-33.615277,-70.350555,Guayacan DMC,44.7,EMA
176,San José de Maipo,-33.495277,-70.137221,Rio Olivares a/j Rio Colorado - DGA,42.9,EMA
177,San Pedro,-33.898055,-71.452777,San Pedro Melipilla  INIA,44.5,EMA
178,SanJosé de Maipo,-33.665833333,-70.1077778,Laguna Negra DGA,55.5,EMA
179,Santiago,-33.445,-70.67778,Q. Normal DMC,18.6,EMA
180,Santiago,-33.44861,-70.64389,DGA - Terraza Central,18.2,EMA
181,Talagante,-33.670277,-70.849444,Talagante DMC,48.6,EMA
182,Talagante,-33.673332,-70.92111,Talagante FDF,44.4,EMA
183,Talagante,-33.668744,-70.912195,Santa Amelia,43.5,EMA
184,Til Til,-33.04944,-71.00139,La Dormida DMC,54.7,EMA
185,Til Til,-33.121388,-70.834166,Til Til FDF,21.6,EMA
186,Til Til,-33.123888,-70.828054,Polpaico DMC,18.1,EMA
187,Til-Til,-33.005556,-70.993611,Caleu - DGA,23.6,EMA
