,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Buin,-33.7427629,-70.748651,Buin Centro,12.0,RM
1,Calera de Tango,-33.63026,-70.75037,Almendros,11.0,RM
2,Calera de Tango,-33.64388888888889,-70.83833333333332,Condominio SCdL,10.0,RM
3,Cerrillos,-33.5071009,-70.708747,Rocío,8.2,RM
4,Cerro Navia,-33.41946,-70.72695,Nanocerro,9.0,RM
5,Colina,-33.307339,-70.660102,Chamisero,0.0,RM
6,Colina,-33.2539999,-70.6294618,Piedraroja,0.0,RM
7,Conchalí,-33.38773,-70.65886,Conchalí 1,0.0,RM
8,Conchalí,-33.38773,-70.65886,Conchalí 1,0.0,RM
9,El bosque,-33.5714,-70.6605,Reyes 4to G,2.0,RM
10,Huechuraba,-33.3494,-70.6742,Cleo,1.0,RM
11,Huechuraba,-33.3799,-70.62178,El Barrero,0.0,RM
12,La Cisterna,-33.527854,-70.669636,Nueva España,9.0,RM
13,La Florida,-33.566723,-70.592142,Guacolda,5.0,RM
14,La Florida,-33.5387504,-70.58643,MDM,3.0,RM
15,La Florida,-33.51899,-70.52299,Alto Macul,1.0,RM
16,La Reina,-33.45683,-70.52308,Luciernaga,0.5,RM
17,La Reina,-33.43648,-70.54493,asilvam,0.0,RM
18,La Reina,-33.44535,-70.54923,PBurchard,0.0,RM
19,La Reina,-33.4479073,-70.5454391,Zapiola,0.0,RM
20,La Reina,-33.4325123,-70.5797009,thequeen,0.0,RM
21,La Reina,-33.459283,-70.56545,FG6189,0.0,RM
22,Lampa,-33.255169,-70.881025,Lampa_Rural,3.0,RM
23,Lampa,-33.32,-70.75,Valle Grande,0.0,RM
24,Las Condes,-33.40635,-70.51399,FECHITA,1.0,RM
25,Las Condes,-33.379558,-70.519431,Huerta_JLG,0.0,RM
26,Las Condes,-33.41812,-70.5747,MPM-1,0.0,RM
27,Las Condes,-33.37354,-70.5041,La Posada MK,0.0,RM
28,Las Condes,-33.405679,-70.55212,pluv_lcbv,0.0,RM
29,Las Condes,-33.42053,-70.5582,Salvador,0.0,RM
30,Lo Barnechea,-33.332691,-70.524816,Panorámica,0.0,RM
31,Lo Barnechea,-33.359998,-70.476821,Las tres hermanas,0.0,RM
32,Lo Barnechea,-33.3297222,-70.5038889,JPMG,0.0,RM
33,Lo Barnechea,-33.363563,-70.496013,San Enrique,0.0,RM
34,Lo Espejo,-33.51708,-70.6801,ClaraEstrella,9.5,RM
35,Lo Espejo,-33.514491,-70.694431,Loespuno,9.0,RM
36,Lo Espejo,-33.5123,-70.6748,Espinoza 4G,9.0,RM
37,Maipu,-33.512062,-70.769442,Maipu_Templo,10.0,RM
38,Maipu,-33.5668,-70.7782,CiudadSatélite,2.3,RM
39,Maipú,-33.52718,-70.77573,Pepe Carter,10.0,RM
40,Maipú,-33.498029,-70.741741,Tagua,4.0,RM
41,Melipilla,-33.5761125,-71.0873969,AgricHarrison,13.0,RM
42,Navidad,-34.0069,-71.8225,RAB REM,15.0,VI-R
43,Ñuñoa,-33.4624675,-70.6271803,Tomás,2.0,RM
44,Ñuñoa,-33.456043,-70.598147,Morgana,1.5,RM
45,Ñuñoa,-33.4609,-70.594277,Johow,1.0,RM
46,Ñuñoa,-33.4399552,-70.5770178,TOMACHO,0.0,RM
47,Ñuñoa,-33.445999,-70.588186,Pedro_Torres,0.0,RM
48,Olmue,-32.99055555555556,-71.18027777777779,Colibrí,1.8,V-R
49,Padre Hurtado,-33.571829,-70.826461,fcoelectro,10.0,RM
50,Padre Hurtado,-33.562211,-70.885686,Aromito,4.0,RM
51,Pedro Aguirre Cerda,-33.49152,-70.689035,Lo Valledor,7.5,RM
52,Peñaflor,-33.6044444,-70.8980556,BATA,7.0,RM
53,Peñafor,-33.6301566,-70.8862869,Berlín,9.0,RM
54,Peñalolén,-33.487568,-70.574487,Ciudadana,1.0,RM
55,Peñalolén,-33.5005704,-70.535267,Pirquera,0.0,RM
56,Peñalolén,-33.464228,-70.510042,Parque Cantalao,0.0,RM
57,Pirque,-33.6493055555556,-70.6056388888889,IsaPir,5.0,RM
58,Pudahuel,-33.457778,-70.756944,Auquinco,12.0,RM
59,Pudahuel,-33.454455,-70.85234,MIGIOMI,9.5,RM
60,Puente Alto,-33.5821241,-70.5858865,CasaPabla,5.4,RM
61,Puente Alto,-33.59039,-70.5734443,César3,4.0,RM
62,Puente Alto,-33.601355,-70.515257,Vizcachas,2.5,RM
63,Quilicura,-33.35935,-70.72336,mawün,1.0,RM
64,Quilicura,-33.360389,-70.743528,Azul,1.0,RM
65,Quilicura,-33.3498598,-70.73458217,Lázaro,0.5,RM
66,San Bernardo,-33.612675,-70.72276,Hueñimalal,10.0,RM
67,San Bernardo,-33.5778,-70.7076,Faro,10.0,RM
68,San Joaquín,-33.50652,-70.63212,LAER,3.5,RM
69,San José de Maipo,-33.586952,-70.466303,Las Vertientes,4.0,RM
70,San José de Maipo,-33.5783328,-70.451299,El Canelo,3.0,RM
71,San José de Maipo,-33.762359,-70.279106,El Ingenio,2.0,RM
72,San José de Maipo,-33.578198,-70.405527,Alicura,2.0,RM
73,San José de Maipo,-33.634484,-70.35255,San José,1.0,RM
74,San Miguel,-33.49849,-70.654909,Isita 4G,9.0,RM
75,San Miguel,-33.5084,-70.6668,Millañanco 4G,9.0,RM
76,San Miguel,-33.51119,-70.66195,Fajardo,5.7,RM
77,San Miguel,-33.4973,-70.6554,La Marina,4.0,RM
78,San Ramon,-33.5444,-70.6399,Hurtado 4G,11.0,RM
79,San Ramón,-33.5272,-70.644,Amy,10.0,RM
80,Santiago Centro,-33.443306,-70.6773,Chuca,2.0,RM
81,Santo Domingo,-33.64365,-71.62743,Griselda,19.0,V-R
82,Til Til,-33.07725555555556,-70.9251,TilTil Centro,0.0,RM
83,Til Til,-33.002995,-70.997043,Profe Luis,0.0,RM
84,Til Til,-33.07089722222223,-70.98711388888889,Asiento Viejo,0.0,RM
85,Til Til,-33.095111111111116,-70.92550833333334,El Sauce,0.0,RM
86,Til Til,-32.93295833333333,-70.81376388888889,La Cumbre,0.0,RM
87,Til Til,-33.07638333333334,-70.94580555555557,Los Quilos ,0.0,RM
88,Til Til,-32.96924166666667,-70.83778333333333,Montenegro,0.0,RM
89,Til Til,-33.118275,-70.84519444444445,Punta Peuco,0.0,RM
90,Til Til,-32.99071111111111,-70.89506111111112,Rungue,0.0,RM
91,Til Til,-33.0447222222222,-70.9913889,Caleu Los Arrayanes,0.0,RM
92,Vitacura,-33.38783,-70.553479,Escultor,0.2,RM
93,Vitacura,-33.395182,-70.588737,Vitacumbia,0.0,RM
94,Alhue,-34.065,71.2538888,Alhué,39.4,EMA
95,,-34.048,-71.381,Pozo San Vicente (DGA),35.2,EMA
96,,-34.03,-71.12,Pozo La Puntilla (DGA),33.4,EMA
97,Paine,-33.861944,-70.639166,Huelquén FDF,33.4,EMA
98,,-34.078,-71.195,Barrera Loncha (DGA),29.1,EMA
99,,-33.76,-71.158,Carmen de las Rosas (DGA),29.1,EMA
100,,-33.913,-71.364,Pozo Rinconada Longovilo,29.1,EMA
101,,-33.703027,-71.37186,San Diego,26.8,EMA
102,,-34.035,-71.094,Villa Alhue (DGA),26.7,EMA
103,,-33.92,-71.515,Pozo Escuela El Prado,25.7,EMA
104,San Pedro,-33.8913888,-71.3941667,San Pedro,25.0,EMA
105,Melipilla,-33.8908333,-71.233611,Los Guindos - DGA,21.2,EMA
106,,-33.723,-71.29,Pozo Rio Maipo en Huechún (DGA),21.1,EMA
107,,-33.84,-71.367,Pozo Melipilla Ulmén (DGA),20.9,EMA
108,Melipilla,-33.661388,-71.336944,Estero Puangue - DGA,20.7,EMA
109,San Pedro,-33.898055,-71.452777,San Pedro Melipilla  INIA,20.1,EMA
110,Calera de Tango,-33.624999,-70.799444,Calera de Tango FDF,19.6,EMA
111,,-33.784,-71.108,Pozo Horcón de Piedra (DGA),17.6,EMA
112,Melipilla,-33.680277,-71.1997,Melipilla Esc. Tec. DGA,17.1,EMA
113,Alhue,-34.029166,-70.994999,El Asiento INIA,15.3,EMA
114,Buin,-33.718611111,-70.66917,Santa Rita,15.1,EMA
