,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Calera de Tango,-33.64388888888889,-70.83833333333332,Condominio SCdL,2.0,RM
1,Caleu,-33.0447222222222,-70.9913889,patorod,43.0,RM
2,Caleu,-33.003657,-71.015062,Caleu,63.0,RM
3,Cerrillos,-33.5071009,-70.708747,Rocío,8.0,RM
4,Cerro Navia,-33.424337,-70.724038,Cerro Navia,5.0,RM
5,Colina,-33.2539999,-70.6294618,Piedraroja,4.0,RM
6,Colina,-33.208465,-70.660189,Colina,5.0,RM
7,Colina,-33.307339,-70.660102,Chamisero,5.0,RM
8,El Bosque,-33.5591666666667,-70.6777222222222,El Bosque,4.0,RM
9,Estación Central,-33.470452,-70.713757,Tetue,5.0,RM
10,Huechuraba,-33.341086,-70.665547,Tortuga,4.0,RM
11,Isla de Maipo,-33.754,-70.896,Yubarta,6.0,RM
12,La Cisterna,-33.5205694444444,-70.6585305555556,Talematros,5.0,RM
13,La Florida,-33.5286969,-70.5705968,Amancai,6.0,RM
14,La Florida,-33.524163,-70.566667,OliClima,9.0,RM
15,La Florida,-33.534556,-70.550194,Fortnite,10.0,RM
16,La Florida,-33.5387504,-70.58643,MDM,10.0,RM
17,La Florida,-33.523056,-70.561667,Miravalle,10.0,RM
18,La Florida,-33.548604,-70.589773,BENAME,11.0,RM
19,La Florida,-33.53489,-70.534543,El Panul,12.0,RM
20,La Florida,-33.5280415,-70.5925006,CGS,12.0,RM
21,La Florida,-33.566926,-70.592082,Los Quillayes,13.0,RM
22,La Granja,-33.5485378284992,-70.6160126841484,Delfinafonseca,5.0,RM
23,La Pintana,-33.579923,-70.63224,SORA,8.0,RM
24,La Reina,-33.440763,-70.555714,Quintrala,5.0,RM
25,La Reina,-33.460866,-70.562577,Dragones,7.0,RM
26,La Reina,-33.452259,-70.554147,San Benito,11.0,RM
27,Lampa,-33.2843725,-70.8736396,Celeste,5.0,RM
28,Las Condes,-33.379558,-70.519431,Huerta_JLG,7.0,RM
29,Las Condes,-33.416666,-70.0,SCA-3,7.0,RM
30,Las Condes,-33.40635,-70.51399,FECHITA,8.0,RM
31,Las Condes,-33.423889,-70.557545,Dreal,9.0,RM
32,Las Condes,-33.41131,-70.50945,SCA-2,9.0,RM
33,Las Condes,-33.42901,-70.559023,Manquehue,10.0,RM
34,Las Condes,-33.43648,-70.54493,asilvam,10.4,RM
35,Las Condes,-33.41354,-70.58728,MPM,11.0,RM
36,Las Condes,-33.4300093662595,-70.5609341050816,Triwe,12.0,RM
37,Las Condes,-33.4249222,-70.5821583,Cristobaldlm,16.0,RM
38,Lo Barnechea,-33.359998,-70.476821,Las tres hermanas,7.0,RM
39,Lo Barnechea,-33.363563,-70.496013,San Enrique,7.0,RM
40,Lo Barnechea,-33.3297222,-70.5038889,JPMG,7.8,RM
41,Lo Barnechea,-33.330085,-70.521384,ADRI,8.0,RM
42,Lo Barnechea,-33.356717,-70.479844,Arrayán,8.2,RM
43,Lo Barnechea,-33.332691,-70.524816,Panorámica,12.0,RM
44,Lo Barnechea,-33.3497222222222,-70.5405555555556,LAR,17.0,RM
45,Macul,-33.456043,-70.598147,Morgana,12.0,RM
46,Macul,-33.481766,-70.601512,Casa Vásquez,14.0,RM
47,Maipu,-33.48368,-70.769762,El Rosal,7.0,RM
48,Maipu,-33.557576,-70.774359,Michimalongo ,10.0,RM
49,María Pinto ,-33.4648501,-71.0842792,Los Rulos,10.0,RM
50,Melipilla,-33.688841,-71.227145,Sombrero,13.0,RM
51,Ñuñoa,-33.45378,-70.611387,Monseñor,7.0,RM
52,Ñuñoa,-33.479397,-70.599954,Botitas,8.0,RM
53,Ñuñoa,-33.451547,-70.601653,Mapache,11.0,RM
54,Ñuñoa,-33.451,-70.6154,Ñuñork,14.0,RM
55,Padre Hurtado,-33.5643611111111,-70.8044166666667,Violetas,5.0,RM
56,Paico,-33.655,-71.0408,El Paico,16.5,RM
57,Peñaflor,-33.6044444,-70.8980556,BATA,4.0,RM
58,Peñaflor,-33.606575,-70.906942,Huaso,9.0,RM
59,Peñalolen,-33.5015555555556,-70.5864444444444,Las Torres,10.0,RM
60,Peñalolen,33.49169444444445,70.53708333333333,JucaNku,11.0,RM
61,Peñalolén,-33.486429,-70.54726,Cerca del cielo,8.0,RM
62,Peñalolén,-33.49581,-70.577694,CasaM,10.0,RM
63,Pirque,-33.6493055555556,-70.6056388888889,IsaPir,8.0,RM
64,Pirque,-33.63692,-70.54591,Tricahue,14.0,RM
65,Providencia,-33.436461,-70.620565,Carvajal,11.0,RM
66,Providencia,-33.4403337,-70.6264661,Attic,12.0,RM
67,Providencia,-33.4401249,-70.600959,Tranqui,13.0,RM
68,Pudahuel,-33.45396,-70.74485,CSJRenca8,2.0,RM
69,Pudahuel,-33.442392,-70.759831,Pudahuel Norte,4.0,RM
70,Pudahuel,-33.457778,-70.756944,Auquinco,4.0,RM
71,Pudahuel,-33.379973,-70.874791,La periferia,12.0,RM
72,Pudahuel-,-33.463888,-70.84333,CDV-1,8.0,RM
73,Puente Alto,-33.584007,-70.551698,El Peral,10.0,RM
