,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Buin,-33.747465,-70.735897,Linderos,16.0,RM
1,Buin,-33.7427629,-70.748651,Buin Centro,13.0,RM
2,Calera de Tango,-33.63026,-70.75037,Almendros,14.0,RM
3,Calera de Tango,-33.64388888888889,-70.83833333333332,Condominio SCdL,13.0,RM
4,Calera de Tango,-33.610437,-70.770246,Tanguito,11.0,RM
5,Cerro Navia,-33.417376,-70.75786,Harry,8.0,RM
6,Cerro Navia,-33.41946,-70.72695,Nanocerro,6.0,RM
7,Colina,-33.235,-70.673333,Chicureo,9.0,RM
8,Colina,-33.307339,-70.660102,Chamisero,8.9,RM
9,Curacaví,-33.393795,-71.03482,Tenca - WS2K,9.1,RM
10,El Bosque,-33.572039,-70.69446,Alambres_de_ocaso,11.0,RM
11,Huechuraba,-33.3799,-70.62178,El Barrero,13.0,RM
12,Independencia,-33.401477,-70.659081,mochila,6.0,RM
13,La Cisterna,-33.527854,-70.669636,Nueva España,10.0,RM
14,La Cisterna ,-33.5357254,-70.661582,Mila,6.0,RM
15,La Florida,-33.5387504,-70.58643,MDM,7.5,RM
16,La Florida,-33.53039167,-70.56961667,Casa_Sary,7.0,RM
17,La Florida,-33.5260817,-70.5245883,Lo Cañas,6.0,RM
18,La Florida,-33.52336,-70.56212,Miravalle,5.5,RM
19,La Florida,-33.5276739,-70.5779872,patio,4.5,RM
20,La Florida,-33.522311,-70.59544,Urbano,4.0,RM
21,La Pintana,-33.5754465,-70.6498304,Ronny,8.0,RM
22,La Reina,-33.43648,-70.54493,asilvam,9.7,RM
23,La Reina,-33.444734,-70.537295,sbolivar,7.2,RM
24,La Reina,-33.452259,-70.554147,San Benito,7.0,RM
25,Las Condes,-33.39629,-70.53704,Calán - DGF,10.2,RM
26,Las Condes,-33.40002,-70.54015,pie cerro Calán,10.0,RM
27,Las Condes,-33.423889,-70.557545,Dreal,10.0,RM
28,Las Condes,-33.4249222,-70.5821583,Cristobaldlm,10.0,RM
29,Las Condes,-33.426634,-70.587151,Teruel,9.0,RM
30,Las Condes,-33.40635,-70.51399,FECHITA,8.0,RM
31,Lo Barnechea,-33.31861,-70.233055,trespuntas,18.2,RM
32,Lo Barnechea,-33.365434,-70.498209,CasaIsidora,10.0,RM
33,Lo Barnechea,-33.3497222222222,-70.5405555555556,LAR,9.1,RM
34,Lo Barnechea,-33.356717,-70.479844,Arrayán,9.0,RM
35,Lo Barnechea,-33.330085,-70.521384,ADRI,9.0,RM
36,Lo Barnechea,-33.359998,-70.476821,Las tres hermanas,8.0,RM
37,Lo Barnechea,-33.3297222,-70.5038889,JPMG,7.8,RM
38,Lo Barnechea,-33.363563,-70.496013,San Enrique,7.2,RM
39,Lo Barnechea,-33.342583,-70.47025,POMcI,7.0,RM
40,Lo Espejo,-33.514491,-70.694431,Loespuno,10.0,RM
41,Macul,-33.487645,-70.59676,Macul,9.0,RM
42,Maipu,-33.512062,-70.769442,Maipu_Templo,10.0,RM
43,Maipu,-33.504287,-70.783822,Tachuris,9.0,RM
44,Melipilla,-33.5761125,-71.0873969,AgricHarrison,15.0,RM
45,Ñuñoa,-33.47502,-70.59945,Morgana,8.0,RM
46,Ñuñoa,-33.4609,-70.594277,Johow,7.0,RM
47,Olmue,-32.99055555555556,-71.18027777777779,Colibrí,15.0,RM
48,Peñaflor,-33.6044444,-70.8980556,BATA,13.0,RM
49,Peñalolén,-33.50167,-70.586438,Terra-Aqua,9.0,RM
50,Peñalolén,-33.4733008,-70.5329882,CasaAnto,7.0,RM
51,Peñalolén,-33.4784758,-70.5516726,peñamex,6.0,RM
52,Pirque,-33.713856,-70.5461253,Malena,12.0,RM
53,Pirque,-33.6493055555556,-70.6056388888889,IsaPir,8.0,RM
54,Polpaico,-33.135,-70.7972222,Huertos Familiares,7.5,RM
55,Polpaico,-30.1512806,-70.8892361,La Plazuela,7.0,RM
56,Providencia,-33.436461,-70.620565,Ministro,8.9,RM
57,Pudahuel,-33.466772,-70.86392,Ciudad de los Valles,11.0,RM
58,Puente Alto,-33.60863,-70.53107,Cordillera,11.0,RM
59,Puente Alto,-33.60863,-70.53107,El Páramo,11.0,RM
60,Puente Alto,-33.58549,-70.58528,Radae,10.0,RM
61,Puente Alto,-33.593454,-70.516269,Parcela,10.0,RM
62,Puente Alto,-33.582919,-70.514592,Viscachas,9.5,RM
63,Puente Alto,-33.5821241,-70.5858865,CasaPabla,9.0,RM
64,Puente Alto,-33.5556806,-70.5525458,POLCRIB,7.0,RM
65,Quilicura,-33.354362,-70.731295,DelTrigal,8.0,RM
66,Quilicura,-33.3621036,-70.7231821,kulakura,7.0,RM
67,Quilicura,-33.3832678,-70.7211707,Lola,7.0,RM
68,Quilicura,-33.3595,-70.73047,Huentenao,6.0,RM
69,Quinta Normal,-33.4128931,-70.7105162,Casa,10.0,RM
70,San Bernardo,-33.612675,-70.72276,Hueñimalal,10.0,RM
71,San José de Maipo,-33.5783328,-70.451299,El Canelo,7.5,RM
72,San José de Maipo,-33.586952,-70.466303,Las Vertientes,7.0,RM
73,Santiago,-33.47468,-70.653736,BioBio,9.0,RM
74,Santiago,-33.443306,-70.6773,Chuca,8.0,RM
75,Santiago,-33.456944444444446,-70.66166666666668,DGF,6.5,RM
76,Til Til,-33.003119,-70.999335,Los Quillayes,22.0,RM
77,Til Til,-33.0447222222222,-70.9913889,patorod,17.0,RM
78,Til Til,-33.002995,-70.997043,Profe Luis,15.0,RM
79,Til Til,-33.07089722222223,-70.98711388888889,Asiento Viejo,12.5,RM
80,Til Til,-32.99071111111111,-70.89506111111112,Rungue,10.5,RM
81,Til Til,-33.07725555555556,-70.9251,Tiltil Centro,9.5,RM
82,Til Til,-32.969261111111116,-70.83814166666666,Montenegro,9.0,RM
83,Til Til,-33.076286111111116,-70.94605555555556,Los Quilos,8.3,RM
84,Til Til,-32.93295833333333,-70.81376388888889,La Cumbre,7.5,RM
85,Til Til,-33.080533333333335,-70.88656111111112,La Aguada,7.0,RM
86,Til Til,-33.118275,-70.84519444444445,Punta Peuco,6.0,RM
87,Til Til,-33.164083,-70.787468,AEM Til Til,5.0,RM
88,Vitacura,-33.38783,-70.553479,Escultor,12.0,RM
89,Vitacura,-33.383186,-70.579557,Borderío,11.1,RM
90,Vitacura,-33.395182,-70.588737,Vitacumbia,9.0,RM
91,Alhué,-34.029166,-70.994999,El Asiento INIA,16.1,EMA
92,Alhué,-34.065,-71.2538888,Alhué,6.0,EMA
93,Buin,-33.7986592,-70.8413394,Valdivia de Paine,17.3,EMA
94,Buin,-33.754444,-70.764444,El Milagro DMC,15.7,EMA
95,Buin,-33.707222,-70.707222,Buin FDF,11.0,EMA
96,Buin,-33.711666,-70.711944,Los Tilos (INIA),10.7,EMA
97,Calera de Tango,-33.725554,-71.042499,Sn Antonio Naltahua INIA,12.4,EMA
98,Calera de Tango,-33.624999,-70.799444,Calera de Tango FDF,9.0,EMA
99,Colina,-33.2488,-70.72322,Chacabuco,9.1,EMA
100,Colina,-33.113888,-70.685833,Peldehue Ad DMC,6.8,EMA
101,Colina,-33.218888,-70.715833,Colina FDF,6.8,EMA
102,Colina,-33.268054,-70.732221,Lo Pinto DMC,6.6,EMA
103,Curacaví,-33.411111,-71.167777,Curacavi DMC,7.5,EMA
104,Curacaví,-33.429661,-71.029152,La Aurora,7.1,EMA
105,Curacaví,-33.438888,-71.025277,Panguiles DGA,6.5,EMA
106,El Monte,-33.706388,-71.008055,El Paico DMC,13.8,EMA
107,La Florida,-33.500833,-70.514166,Qda Macul DGA,13.0,EMA
108,La Reina,-33.45528,-70.54222,Aer. Tobalaba (DMC),7.6,EMA
109,Lampa,-33.286388,-70.83611,El Oasis INIA,7.8,EMA
110,Lampa,-33.34,-70.81,Chorrillos Lampa INIA,7.8,EMA
111,Maipú,-33.497221,-70.845555,Rinconada INIA,12.4,EMA
112,María Pinto,-33.508555,-71.084029,El Parrón,10.3,EMA
