,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Caleu,-33.0447222222222,-70.9913889,patorod,68.0,RM
1,Macul,-33.456043,-70.598147,Morgana,35.0,RM
2,Lo Barnechea,-33.3497222222222,-70.5405555555556,LAR,35.0,RM
3,Peñalolén,-33.50167,-70.586438,Terra-Aqua,35.0,RM
4,Las Condes,-33.379558,-70.519431,Huerta_JLG,33.0,RM
5,Vitacura,-33.38146,-70.55663,Auri-001,32.0,RM
6,Lo Barnechea,-33.356717,-70.479844,Arrayán,32.0,RM
7,Vitacura,-33.38783,-70.553479,Escultor,32.0,RM
8,Quinta Normal,-33.43512,-70.69548,Marina,32.0,RM
9,La Reina,-33.435005,-70.529998,HelsbyMate,31.0,RM
10,Peñaflor,-33.6044444,-70.8980556,BATA,30.0,RM
11,La Florida,-33.52336,-70.56212,Miravalle,30.0,RM
12,La Florida,-33.53039167,-70.56961667,Casa_Sary,29.0,RM
13,Las Condes,-33.41354,-70.58728,MPM,29.0,RM
14,Las Condes,-33.423889,-70.557545,Dreal,29.0,RM
15,Puente Alto,-33.55991,-70.5488,DepaFranSE,29.0,RM
16,Vitacura,-33.385938,-70.581230114,Vitacura,29.0,RM
17,Lo Barnechea,-33.36356,-70.49601,San Enrique,29.0,RM
18,La Reina,-33.452259,-70.554147,San Benito,28.0,RM
19,La Reina,-33.44599,-70.54248,Azim,28.0,RM
20,Peñaflor,-33.5951716,-70.8549146,Peñaflor Malloco,28.0,RM
21,Santiago Centro,-33.443306,-70.6773,Chuca,28.0,RM
22,Estación Central,-33.471113,-70.719876,ecentral,28.0,RM
23,Las Condes,-33.43648,-70.54493,asilvam,27.7,RM
24,Lo Barnechea,-33.332691,-70.524816,Panorámica,27.0,RM
25,Providencia,-33.446875,-70.621051,CasaEmaJP,27.0,RM
26,Puente Alto,-33.60863,-70.53107,Cordillera,27.0,RM
27,Vitacura,-33.383186,-70.579557,Borderío,26.7,RM
28,Lo Espejo,-33.514491,-70.694431,Loespuno,26.5,RM
29,Puente Alto,-33.5821241,-70.5858865,CasaPabla,26.0,RM
30,Lo Barnechea,-33.330085,-70.521384,ADRI,26.0,RM
31,Lo Barnechea,-33.3297222,-70.5038889,JPMG,25.5,RM
32,Lo Barnechea,-33.347483,-70.663776,Los Guindos,25.0,RM
33,Lo Barnechea,-33.342583,-70.47025,POMcI,25.0,RM
34,Cerro Navia,-33.424337,-70.724038,Cerro Navia,25.0,RM
35,Cerrillos,-33.5071009,-70.708747,Rocío,25.0,RM
36,Lo Espejo,-33.51708,-70.6801,ClaraEstrella,25.0,RM
37,Puente Alto,-33.60863,-70.53107,El Páramo,25.0,RM
38,Maipu,-33.512062,-70.769442,Maipu_Templo,24.5,RM
39,Santiago,-33.456944444444446,-70.66166666666668,DGF,24.4,RM
40,Lo Barnechea,-33.359998,-70.476821,Las tres hermanas,24.0,RM
41,Ñuñoa,-33.4609,-70.594277,Johow,24.0,RM
42,Recoleta,-33.42564,-70.64012,cerritoRec,24.0,RM
43,La Florida,-33.566723,-70.592142,Guacolda,24.0,RM
44,Puente Alto,-33.59039,-70.5734443,César3,24.0,RM
45,Santiago,-33.448245,-70.644013,San Isidro E,24.0,RM
46,San Bernardo,-33.629432,-70.677242,CumbresNos,24.0,RM
47,Puente Alto,-33.590311,-70.57085,César,24.0,RM
48,San Bernardo,-33.61697,-70.687,LaSelva,24.0,RM
49,Independencia,-33.422437,-70.671614,Poroto,23.5,RM
50,Pirque,-33.6493055555556,-70.6056388888889,IsaPir,23.0,RM
51,San Miguel,-33.4973,-70.6554,La Marina,23.0,RM
52,Pudahuel-,-33.463888,-70.84333,S.N.,22.0,RM
53,Pedro Aguirre Cerda,-33.4866206,-70.6690528,KirefPAC,22.0,RM
54,Pudahuel,-33.466772,-70.86392,Ciudad de los Valles,21.8,RM
55,Pudahuel,-33.457778,-70.756944,Auquinco,21.0,RM
56,Providencia,-33.43493,-70.609567,Estanques,21.0,RM
57,Conchali,-33.366715,-70.691649,Cortijo,21.0,RM
58,Quinta Normal,-33.42228,-70.688669,JULIOVERNE,20.0,RM
59,Talagante,-33.703533,-70.852514,Lonquén,20.0,RM
60,La Pintana,-33.579829,-70.6322247,Sora,20.0,RM
61,Quilicura,-33.3595,-70.73047,Huentenao,20.0,RM
62,Pirque,-33.672334,-70.636347,Pirque,19.0,RM
63,Calera de tango,-33.6161675,-70.8020156,La Virgen,19.0,RM
64,Calera de Tango,-33.64388888888889,-70.83833333333332,Condominio SCdL,18.0,RM
65,San Bernardo,-33.612675,-70.72276,Hueñimalal,17.0,RM
66,Colina,-33.260994,-70.644855,Ñipa,16.0,RM
67,Colina,-33.307339,-70.660102,Chamisero,15.0,RM
68,Colina,-33.2539999,-70.6294618,Piedraroja,11.0,RM
69,Colina,-33.208657,-70.66088,Sta. Filomena,6.0,RM
70,S José de Maipo,-33.597499,-70.379443,Río Maipo en el Manzano,61.4,EMA
71,Las Condes,-33.394999,-70.536666,Cerro Calán DGA,39.7,EMA
72,San José de Maipo,-33.615277,-70.350555,San José Guayacán,36.0,EMA
73,Lo Barnechea,-33.37361,-70.396388,Río Molina antes j San Francisco,35.7,EMA
74,La Reina,-33.45528,-70.54222,"Eulogio Sánchez, Tobalaba Ad.",34.8,EMA
75,La Granja,-33.572777,-70.619721,La Platina ( INIA ),29.8,EMA
76,S José de Maipo,-33.495277,-70.137221,Río Olivares a/j río Colorado,29.6,EMA
77,Talagante,-33.670277,-70.849444,Talagante,28.7,EMA
78,Buin,-33.754444,-70.764444,"El Milagro, Buin",28.2,EMA
79,Pudahuel,-33.458055,-70.94861,Lo Prado Cerro San Francisco,28.1,EMA
80,Estación Central,-33.445,-70.67778,"Quinta Normal, Santiago",27.4,EMA
81,Alhue,-34.029166,-70.994999,El Asiento,27.3,EMA
82,Buin,-33.711666,-70.711944,Los Tilos (INIA),24.6,EMA
83,.,-33.8053,-70.07,Glaciar San Francisco Aguas Panimávida,23.6,EMA
84,Curacaví,-33.411111,-71.167777,Curacaví Ad.,22.9,EMA
85,Pudahuel,-33.442221,-70.746666,San Pablo - DASA,22.5,EMA
86,Maipú,-33.497221,-70.845555,Rinconada - U. de Chile,21.4,EMA
87,Santiago,-33.44861,-70.64389,Terraza DGA central,20.9,EMA
88,Lampa,-33.286388,-70.83611,El Oasis,20.5,EMA
89,Sn José de Maipo,-33.6767,-70.0886,Embalse El Yeso,19.6,EMA
90,Lo Barnechea,-33.344444,-70.363888,Yerba loca ant. jta. San Francisco,18.8,EMA
91,María Pinto,-33.529443,-33.529443,Chorombo Hacienda,18.1,EMA
92,San Pedro,-33.898055,-71.452777,San Pedro de Melipilla,18.1,EMA
93,Pudahuel,-33.37833,-70.79639,Pudahuel Santiago,17.1,EMA
94,El Monte,-33.706388,-71.008055,El Paico,16.8,EMA
95,Colina,-33.268054,-70.732221,Lo Pinto,16.6,EMA
96,Curacaví,-33.438611111,-71.025555556,Curacavi,10.5,EMA
97,Colina,-33.162222,-70.643055,Colina (Reg.),8.0,EMA
98,Colina,-33.113888,-70.685833,Peldehue Ad.,5.0,EMA
