,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Buin,-33.7427629,-70.748651,Buin Centro,9.0,RM
1,Colina,-33.307339,-70.660102,Chamisero,3.2,RM
2,Isla de Maipo,-33.704432,-70.89853,Granortu,0.5,RM
3,La Cisterna ,-33.52583,-70.667812,San Simón,6.0,RM
4,La Florida,-33.53039167,-70.56961667,Casa_Sary,4.5,RM
5,La Florida,-33.5350191,-70.5787438,Costa Rica,4.5,RM
6,La Florida,-33.5387504,-70.58643,MDM,4.4,RM
7,La Reina,-33.459283,-70.56545,FG6189,4.5,RM
8,La Reina,-33.445699,-70.553097,OpaHouse,4.0,RM
9,La Reina,-33.43648,-70.54493,asilvam,3.5,RM
10,La Reina,-33.434636,-70.522047,Petricor,2.5,RM
11,La Reina,-33.4325123,-70.5797009,thequeen,2.0,RM
12,Las Condes,-33.40635,-70.51399,FECHITA,5.0,RM
13,Las Condes,-33.426634,-70.587151,Teruel,4.0,RM
14,Las Condes,-33.41068,-70.51288,Boldo,3.0,RM
15,Las Condes,-33.379558,-70.519431,Huerta_JLG,1.5,RM
16,Lo Barnechea,-33.31861,-70.233055,trespuntas,38.0,RM
17,Lo Barnechea,-33.332691,-70.524816,Panorámica,3.5,RM
18,Lo Barnechea,-33.342583,-70.47025,POMcI,1.5,RM
19,Lo Barnechea,-33.356717,-70.479844,Arrayán - Estero,0.5,RM
20,Lo Barnechea,-33.359998,-70.476821,Las tres hermanas,0.0,RM
21,Lo Espejo,-33.514491,-70.694431,Loespuno,7.0,RM
22,Maipu,-33.512062,-70.769442,Maipu_Templo,5.8,RM
23,Maipu,-33.5047663,-70.754341,Munich,5.0,RM
24,Maipu,-33.55672433,-70.7812371,AMC,4.0,RM
25,Melipilla,-33.5761125,-71.0873969,AgricHarrison,5.0,RM
26,Ñuñoa,-33.4624675,-70.6271803,Tomás,7.0,RM
27,Ñuñoa,-33.4609,-70.594277,Johow,3.0,RM
28,Ñuñoa,-33.450585,-70.591376,Brownpoint,2.5,RM
29,Padre Hurtado,-33.53836888888889,-70.91502100000001,Cirrus,1.9,RM
30,Peñalolén,-33.487568,-70.574487,Ciudadana,3.5,RM
31,Peñalolén,-33.4893921,-70.541795,Puyehue,2.0,RM
32,Pirque,-33.6493055555556,-70.6056388888889,IsaPir,3.0,RM
33,Providencia,-33.436461,-70.620565,Ministro,6.0,RM
34,Puente Alto,-33.60863,-70.53107,Cordillera,4.0,RM
35,Quilicura,-33.3498598,-70.73458217,Lásaro,3.5,RM
36,San Bernardo,-33.592121,-70.707756,Saitama,5.0,RM
37,San José de Maipo,-33.762359,-70.279106,pachamos,18.5,RM
38,San José de Maipo,-33.5783328,-70.451299,El Canelo,14.0,RM
39,San José de Maipo,-33.578198,-70.405527,Alicura,11.0,RM
40,San José de Maipo,-33.586952,-70.466303,Las Vertientes,9.0,RM
41,San Miguel,-33.51119,-70.66195,Fajardo,4.7,RM
42,Til Til,-33.0447222222222,-70.9913889,patorod,7.0,RM
43,Til Til,-30.1512806,-70.8892361,La Plazuela,6.5,RM
44,Til Til,-33.002995,-70.997043,Profe Luis,6.0,RM
45,Til Til,-33.11244444444445,-70.79876944444445,Santa Matilde,5.6,RM
46,Til Til,-33.118275,-70.84519444444445,Punta Peuco,5.0,RM
47,Til Til,-33.07725555555556,-70.9251,Til Til Centro,4.0,RM
48,Til Til,-33.095111111111116,-70.92550833333334,El Sauce,4.0,RM
49,Til Til,-33.07638333333334,-70.94580555555557,Los Quilos ,3.5,RM
50,Til Til,-32.96924166666667,-70.83778333333333,Montenegro,3.0,RM
51,Vitacura,-33.383186,-70.579557,Borderío,4.5,RM
52,Vitacura,-33.38783,-70.553479,Escultor,2.0,RM
53,Alhue,-34.065,71.2538888,Alhué,1.0,EMA
54,Alhue,-34.029166,-70.994999,El Asiento INIA,0.0,EMA
55,Buin,-33.707222,-70.707222,Buin FDF,7.4,EMA
56,Buin,-33.754444,-70.764444,El Milagro DMC,6.2,EMA
57,Buin,-33.711666,-70.711944,Los Tilos (INIA),6.2,EMA
58,Buin,-33.7986592,-70.8413394,Valdivia de Paine,0.1,EMA
59,Colina,-33.268054,-70.732221,Lo Pinto DMC,3.3,EMA
60,Colina,-33.2488,-70.72322,Chacabuco - INIA,2.6,EMA
61,Colina,-33.218888,-70.715833,Colina FDF,2.4,EMA
62,Colina,-33.1471111,-70.6602222,Peldehue Agromet,1.6,EMA
63,Colina,-33.113888,-70.685833,Peldehue Ad DMC,1.4,EMA
64,Colina,-33.162222,-70.643055,Colina DMC,1.3,EMA
65,Curacavi,-33.411111,-71.167777,Curacavi DMC,0.8,EMA
66,Curacaví,-33.438888,-71.025277,Panguiles DGA,1.0,EMA
67,Curacaví,-33.43861,-71.025554,Curacaví FDF,0.9,EMA
68,Curacaví,-33.429661,-71.029152,La Aurora,0.6,EMA
69,El Monte,-33.706388,-71.008055,El Paico DMC,0.2,EMA
