,Comuna,Latitud,Longitud,Alias,Precipitacion,Grupo
0,Calera de Tango,-33.63026,-70.75037,Almendros,12.0,RM
1,Calera de Tango,-33.64388888888889,-70.83833333333332,Condominio SCdL,12.0,RM
2,Cerrillos,-33.5071009,-70.708747,Rocío,10.0,RM
3,Cerro Navia,-33.41946,-70.72695,Nanocerro,9.0,RM
4,Colina,-33.235,-70.673333,Chicureo,20.0,RM
5,Colina,-33.307339,-70.660102,Chamisero,10.8,RM
6,Conchalí,-33.38773,-70.65886,Conchalí 1,15.0,RM
7,El Bosque,-33.5594024,-70.665702,Chancaleo,16.0,RM
8,Huechuraba,-33.347483,-70.663776,Los Guindos,15.0,RM
9,Isla de Maipo,-33.704432,-70.89853,Granortu,8.5,RM
10,La Cisterna ,-33.52759,-70.67842,Zcs,14.0,RM
11,La Cisterna ,-33.52583,-70.667812,San Simón,10.0,RM
12,La Cisterna ,-33.52158,-70.6577,Liceo RBL,8.0,RM
13,La Cruz,-32.8508333,-71.223333,Campanario La Cruz,30.0,RM
14,La Florida,-33.521069,-70.527356,Vista_cordillera,20.0,RM
15,La Florida,-33.5387504,-70.58643,MDM,14.2,RM
16,La Florida,-33.566723,-70.592142,Guacolda,14.0,RM
17,La Florida,-33.52336,-70.56212,Miravalle,14.0,RM
18,La Florida ,-33.5260817,-70.5245883,Lo Cañas,21.0,RM
19,La Granja,-33.53215,-70.61203,Casa Exequiel,8.0,RM
20,La Reina,-33.43648,-70.54493,asilvam,19.3,RM
21,La Reina,-33.434636,-70.522047,Petricor,17.0,RM
22,La Reina,-33.44535,-70.54923,PBurchard,15.0,RM
23,La Reina,-33.4479073,-70.5454391,Zapiola,15.0,RM
24,La Reina,-33.459283,-70.56545,FG6189,15.0,RM
25,La Reina,-33.4325123,-70.5797009,thequeen,13.0,RM
26,La Reina,-33.44194,-70.56306,Tadeo,12.0,RM
27,Lampa,-33.32,-70.75,Valle Grande,7.0,RM
28,Lampa,-33.25,-70.8947,Malena,5.0,RM
29,Las Condes,-33.41068,-70.51288,Boldo,17.0,RM
30,Las Condes,-33.426634,-70.587151,Teruel,14.0,RM
31,Las Condes,-33.40635,-70.51399,FECHITA,14.0,RM
32,Las Condes,-33.4249222,-70.5821583,Cristobaldlm,13.0,RM
33,Las Condes,-33.37354,-70.5041,La Posada MK,13.0,RM
